# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp30355/fs-Conse_0-134-30361/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll0623"	1	0	2	34142788	53427200	52553750	47315792	62118400	36817502	52154460	47913170	46345130	47514491
"sll0626"	1	0	2	7695934	3141577	17728930	696693	16644020	554563	9409780	8421375	17244448	17799534
"sll0629"	1	0	2	82452900	89886940	70230949	116521296	107831624	72176500	31529210	53050300	54848750	23031960
"sll0630"	1	0	3	105019000	81299910	67792760	74313210	72455419	78056780	74794090	81714090	55304316	59572110
"sll0631"	1	0	3	887262720	377885424	16599900	393769840	726844444	690570816	450938654	450445080	370185748	394593540
"sll0634"	1	0	6	118601043	104093644	104062381	137024960	106250060	145610390	215161916	145723650	249907750	208058400
"sll0635"	1	0	4	341223482	597161448	440457960	325935642	275505099	481041480	310295312	293828650	470808200	318870160
"sll0638"	1	0	1	20282300	14238600	10555700	21930500	14249800	20372000	20844300	26713200	23870500	29796300
"sll0639"	1	0	4	23588350	34696480	17315350	30987500	23889590	20806310	36324371	14445810	115384540	59411956
"sll0640"	1	0	3	16269450	15104350	11660090	16174190	19176480	85243420	28652860	35300120	12082130	9993470
"sll0643"	1	0	5	56277730	71966123	76404700	75564200	56776440	62386736	57679990	34026350	75843004.6015625	90385630
"sll0644"	1	0	1	15696100	15405900	33040000	14622200	17855400	8629140	60070600	27819700	19985200	35663800
"sll0645"	1	0	2	65662500	53351100	60662600	44415000	57609100	50167200	65422000	42292300	47498000	56623200
"sll0646"	1	0	1	652849	2360840	13946600	2915390	2693950	4343230	4280860	7366050	14141900	5230620
"sll0649"	1	0	2	4849600	5112336	2307060	7491380	0	8348520	8585940	11352640	10647310	31941660
"sll0654"	1	0	1	10153600	23445500	19289300	11897900	24458700	19969100	17641700	16206000	34401400	19307600
"sll0659"	1	0	2	17554920	28606000	25521100	17038960	22306500	34211400	13298410	35178200	15187310	29342200
"sll0660"	1	0	4	30765550	36833980	30935130	35472150	38962384	85720140	114269860	136797930	49244810	82639600
"sll0661"	1	0	1	49660200	4838670	17080700	10058600	65001500	24607500	42167400	74371000	2064630	55959200
"sll0662"	1	0	1	0	3292010	9643150	2476010	0	1980100	2848610	2931800	3065730	1132540
"sll0672"	1	0	5	37247875	38563460	57699600	31236250	39291726	45006700	65558480	34198570	37547326	80890210
"sll0679"	1	0	3	36236900	21640420	33047016.5	19763330	28689540	23149100	21871090	24200890	30308950	19640840
"sll0680"	1	0	4	812189552	367938276	250079730	460851320	410741344	302992410	588415420	482722867	506086268	240834900
"sll0684"	1	0	1	5659080	7196620	10592300	8621930	7739760	7225420	9341320	4963920	7299540	13277600
"sll0687"	1	0	1	25222200	16424000	5861680	10544000	797509	7387440	7967120	12549500	30270400	13290200
"sll0690"	1	0	1	295524	0	0	0	96718	181366	661246	0	0	0
"sll0691"	1	0	1	16040360	10097670	7910630	21744370	6769450	14201540	6712520	4759740	18491870	9618690
"sll0698"	1	0	1	15404200	6955660	0	0	6005660	6727960	15316800	6533170	21130300	10394300
"sll0702"	1	0	2	23783100	27030610	24629720	26284210	69075370	67722280	74294110	61234320	36710990	51070300
"sll0703"	1	0	1	7878090	2877270	29228400	3952650	20462100	5074990	4047790	18911200	4827230	5900000
"sll0708"	1	0	3	31086902	35873437.5	21884225	33090850	26309883	33316420	30017810	62260170	39101610	194359672
"sll0709"	1	0	2	30870906	12654010	19230490	29221540	12981470	8059770	11147160	18259830	14922880	44391260
"sll0711"	1	0	1	30193700	31835000	16257800	37394500	12771900	18116500	19243300	23866000	9208200	13615800
"sll0712"	1	0	9	185821143	212079718.800781	215119730	166970320	327619180	236857220	179966910	157928840	187780350	157196640
"sll0723"	1	0	1	101673000	210443008	194199008	113450000	211755008	272676000	140435008	147304992	159314000	106173000
"sll0726"	1	0	19	1111933755	1166119265	1272120345	1091676472	1436813305	1138913494	1407729240	1266242459.60156	1224919602	1338187721
"sll0728"	1	0	6	63364320	72202540	62492450	129521180	82476093	92856050	107888390	105921140	119042413	96390420
"sll0735"	1	0	10	643793022	698828008	895624188	755144198	924249470	900468173	578001443	750633326	690869228	798171352
"sll0736"	1	0	2	22951040	40441640	28214300	9854760	8651020	16499540	20324000	20013110	8166390	27726550
"sll0737"	1	0	1	13643400	12865100	22579500	19602400	6030570	12238300	32310500	30461300	13102900	11862400
"sll0738"	1	0	1	0	0	459015	0	0	0	868918	0	0	0
"sll0740"	1	0	1	5528900	15980500	12227000	11652500	9781170	15863700	7571310	0	10037700	12406200
"sll0741"	1	0	5	82541100	55194100	65822980	40200050	54121830	59721370	84827280	36894890	71322860	34671800
"sll0743"	1	0	1	5693600	9170100	6661350	12454700	4012140	13477600	4082950	8446630	4473910	6429480
"sll0744"	1	0	5	68797440	64628027	77989480	113443310	63145350	127192406	67476940	65723500	87520020	59961430
"sll0745"	1	0	2	10042840	20884564	20915411	19829870	18570758	22458174	15517336	27228780	20643930	34283060
"sll0749"	1	0	3	33241420	84173030	32436410	31641040	22726150	40373000	57736730	26718980	34723878	32279893
"sll0750"	1	0	3	25942720	15724700	33069050	27602830	30825300	22476250	21497682	12353460	17849680	37093150
"sll0752"	1	0	6	58943090	52775100	72767610	77304210	97397221	66449668	68461500	102960840	128014410	121755850
"sll0753"	1	0	5	313048840	289875940	422532080	456674796	454500502	471601250.796875	488931905	362362640	506927361	536728828
"sll0754"	1	0	3	154227826	136873804	205174300	120214570	180268880	134582940	107490700	97889600	148631296	197951204
"sll0755"	1	0	3	218810786	278117892	212008340	195386860	182188410	192468700	138980110	278809596	143334460	194279830
"sll0756"	1	0	3	47161030	53646660	91414190	68769200	52155290	113355490	72872690	45563440	160934160	142192180
"sll0757"	1	0	2	56383810	75682620	86156200	114965590	95501800	111780900	150994056	145004240	118435700	139677294
"sll0759"	1	0	7	199059156	189424826	154392095	227410126	128487690	201456100	272916190	194907280	114529350	228112094
"sll0761"	1	0	1	1625220	1639560	6322550	4159830	6807790	11825500	8194550	1807940	10761800	10467400
"sll0764"	1	0	7	220051314.203125	219749398	202038952	196637280	181198910	193665900	294234030	209858060	325320628	198268720
"sll0766"	1	0	2	0	159635	8048300	3374737.703125	1424060	1244110	2563740	9740400	0	8014870
"sll0767"	1	0	2	842541892	647619412	1000509688	759687784	880778096	1224646616	897107832	577726180	1262342824	924868028
"sll0776"	1	0	2	7501610	6176190	29462440	22958260	7180130	21488020	9107810	4316840	9274710	6460850
"sll0779"	1	0	1	87960704	69071800	102472000	78363904	252488992	70244496	31065600	77901104	67019300	80153104
"sll0781"	1	0	6	338266200	610084492	445004908	425212604	518208588	476725996	326297100	357784400	363916896	438295100
"sll0783"	1	0	3	61848845	47706915	81493955	25970488	72269819	31481400	41214180	44175950	29629572	50761790
"sll0784"	1	0	1	0	0	0	0	0	0	0	0	30415.69921875	0
"sll0789"	1	0	1	63579700	49550100	58771700	41031400	42705600	45763500	53313100	50078200	49104500	57145100
"sll0794"	1	0	1	3437850	2996960	3633980	2205960	2670830	562270	7711280	1545500	4314830	8812890
"sll0797"	1	0	1	5661990	12608000	6323350	9488650	8518430	10079200	19879400	17187500	7096860	8621560
"sll0798"	1	0	1	0	0	579794	1174380	381360	2792940	1243680	581016	2303280	3018320
"sll0804"	1	0	3	459709148	167347460	58803090	97184192	160140240	105446170	102651236	100274912	46993350	117332670
"sll0807"	1	0	3	215025662	159561856	132810810	144912700	190649568	218889930	205003510	154777770	200613210	238014620
"sll0811"	1	0	1	45735800	27271200	24381900	13692400	4483520	15866500	24133200	12759000	44982100	13670100
"sll0815"	1	0	2	19907786	25568630	55003200	30633000	121418000	23272620	70912260	117836000	88775300	34371500
"sll0816"	1	0	2	14354300	7382280	17187600	10408800	32423940	13108000	23227300	3910640	33760850	13445507
"sll0818"	1	0	2	10015550	13061460	32473390	15192820	12147800	23777070	20490260	54828870	48770800	44858800
"sll0819"	1	0	6	678162123	988249914	927650394.800781	1576940900	992326909	1203437695	2705040675	1691896246	1906184549	2785106819
"sll0821"	1	0	4	10482484	32049471	21174574	11805192	15987701	9111259	11198383	13000506	19571920	8515250
"sll0822"	1	0	5	1128798919	1255275459	1482151678	1292832190	1566947567	1411778895	981047010	1292777200	907949505	1216307275
"sll0825"	1	0	1	41812100	35250600	40597900	42291400	34724700	35985200	34024500	34749900	57396300	24383700
"sll0827"	1	0	2	22553600	11666170	44868800	26889480	15351730	24267620	116781000	18185720	20143250	18557520
"sll0828"	1	0	9	232515216	186233680	234460431	214853920	199412508	208337830	217604860	224788605	227351070	220474630
"sll0830"	1	0	7	204353803	181341026.800781	225607724.900391	196283923	159487560	138623080	173179800	165391400	254687500	171993250
"sll0833"	1	0	1	16534100	9896220	17989500	3710480	14791100	4936980	18483300	14212400	6947960	3982160
"sll0834"	1	0	2	12991770	18282990	10762640	15748480	14088050	20969870	14087070	17005460	49489860	13980800
"sll0837"	1	0	10	840181864	772123013	1042414726	790646038	978123631	641034732	762994537	739684852	528229861	683763162
"sll0838"	1	0	4	156709844	94747230	126544844	128892310	94495010	113301870	86209940	90833540	122243220	81328540
"sll0843"	1	0	1	0	340173	320847	0	0	0	118277	356839	0	0
"sll0844"	1	0	4	66618430	67042190	63305660	66590890	58331710	55251450	68625100	42984620	54060330	37880440
"sll0846"	1	0	1	4023720	7324960	9099880	17668400	3653780	3857810	14890600	13003800	10237000	7574560
"sll0851"	1	0	11	4172251061	3391522797.60156	3262464719	4371767516.89844	4037988178	4098462457	4141612417.19922	3410586587	3656138570	2898890149.60156
"sll0853"	1	0	2	13218910	27418180	8065850	12257830	37482910	13777120	38359300	19780620	20672420	18483710
"sll0854"	1	0	4	121759320	63984000	119878700	79698850	106655650	65901800	55895470	49253780	54789080	88096940
"sll0858"	1	0	2	15569380	18210040	24381850	19873700	9718370	24147500	13724570	24596900	15198760	26629800
"sll0860"	1	0	2	66124600	52517600	79677500	71635200	67974800	73931600	67002300	38894730	78439500	90854900
"sll0861"	1	0	8	206785314	175995005.601562	166287386	294824310	180755005	198196001	174827102	187227820	276038417.898438	143543836
"sll0867"	1	0	2	29814730	20038240	32662100	18553130	31426000	27992600	30062500	14035120	28885400	23112040
"sll0872"	1	0	1	571508992	435888000	206811008	127771000	208911008	248132000	194748000	247098000	543852992	296012992
"sll0873"	1	0	4	68319690	74628780	70395660	92853500	74819920	73796760	103764700	82085100	52732050	80979400
"sll0886"	1	0	4	111476440	56620340	100589400	68913290	87721400	81417190	77097060	108777980	120832600	51545070
"sll0887"	1	0	6	146262644	187199174	158214670	137235540	151467883	171634020	173629026	201213780	170877900	199296880
"sll0891"	1	0	7	349771479.199219	417532425	398031150	457260924	385749380	334010390	377649233	442316920	282529350	366965317
"sll0895"	1	0	3	149244020	141451100	144524310	95115700	94853220	136549050	83418476	106832270	87305590	134224230
"sll0897"	1	0	5	390991500	205162660	313233900	378077500	411404300	277058904	225438004	484459392	252187150	196863130
"sll0898"	1	0	2	23779370	63146080	14316580	16901810	8712470	14233930	9540510	23757310	27236630	18976350
"sll0899"	1	0	4	152794196	136520700	86622130	123967100	81005470	107964200	163699274	103365820	75666850	73395040
"sll0900"	1	0	2	30055400	35344200	22848030	21399790	22822860	34495760	24968290	17944315	15700880	41324710
"sll0901"	1	0	2	12765200	13684360	10299276	10959790	11298043	5397637	5897610	12086359	31844660	15578330
"sll0902"	1	0	8	60979480	91608532	110381960	118851680	88961030	86253609	118494410	93399200	117433050	118471820
"sll0910"	1	0	1	1237610	0	0	0	0	0	0	0	0	0
"sll0911"	1	0	2	18043160	11108570	17338620	14986610	28989850	24945020	20107920	17465370	29378790	13509880
"sll0912"	1	0	1	10722900	9427790	8889440	6935190	8635500	15597900	6978360	11792800	4983650	9517770
"sll0913"	1	0	1	21632900	21985000	25898000	12557900	28331700	30017200	30516000	33284400	17970900	11466400
"sll0915"	1	0	9	131062872	193959784	181750450	229444804	224243497	198884874	198690100	154715930	182044644	152363367
"sll0920"	1	0	18	539997777	608220665	625183487	672379612	598729547	622273036	682034936	725346380	924579934	606739353
"sll0921"	1	0	3	197655888	187730843	126146329	186259612	136335709	163035923	127566667	152624041	124164999	112807280
"sll0923"	1	0	14	440408455	252151493	338882620	246363277	339862530	359531040	222164792	226994102	357748904	282988284
"sll0925"	1	0	2	6230200	9704799	9244050	9690217	36862900	19016749	858242	4445690	2493260	3561100
"sll0927"	1	0	8	883411386	862275768	740704694	1206922796	952502698	1155525908	755585712	1029631208	1030500214	1248639560
"sll0928"	1	0	9	3703995814	2960435916	3026228011	2758480536	3285953904	2421742300	2833516358	6267255244	1578926148	2388636740
"sll0931"	1	0	3	104533240	76884330	107549250	77331720	85515150	98278170	85942910	82638650	78469310	62606580
"sll0933"	1	0	1	0	0	0	0	4760870	0	764488	0	16496700	105699
"sll0934"	1	0	7	625140365	366652716	533652735	639563912	467956770	442240971	385199870	411554496	257958175	423405058
"sll0936"	1	0	12	150857736.101562	184278535	184535533	172321993	186463930	163975375	248215018	212387198	183179320	208279902
"sll0938"	1	0	1	5148080	6215000	8662950	4036820	12133600	48885700	4273340	44487000	25748200	4837480
"sll0943"	1	0	1	4455570	501230	1779640	859396	1572550	1336880	560330	864987	278926	1147070
"sll0944"	1	0	1	32697000	39127500	41214600	21653100	47217600	47968800	48949600	19821900	14822400	29877800
"sll0945"	1	0	14	398006144	498962821	382847062	466120591	457580737	426363920	352492650	453329594	348510063	242439161
"sll0947"	1	0	6	374604563	449664392	274981095.699219	284485710	262223752	302089835	171866940	332967002	277816065	230152340
"sll0981"	1	0	2	19940120	19218760	63823900	24506600	64046800	17942160	19550700	19770279	17315470	14864180
"sll0982"	1	0	4	117818500	115213048	108800446	89975746	117451711	102030480	69134783	77734212	65521190	82201894
"sll0990"	1	0	2	33206800	28674290	29229000	14642920	42230400	25745930	8056990	20422470	8411430	22410460
"sll0994"	1	0	1	2563520	0	2677250	3901290	5491510	6272850	2473610	3949590	3112400	6159250
"sll0995"	1	0	2	45536330	52590800	42675090	37577800	45071900	43330600	32067900	44489100	46703630	22719600
"sll0996"	1	0	1	0	196920	0	0	546759	0	0	0	13215700	0
"sll0997"	1	0	3	243271500	278595845	302506608	192548600	234684730	218718951	198253740	253137296	135317403	144118010
"sll0998"	1	0	8	170411390	203544290	268219922	178094179	236501300	165705160	141681206	338962674	206928100	158273270
"sll1002"	1	0	1	8445400	5259700	13787870	834064	9390840	629702	10186190	1994969	6026400	14852540
"sll1003"	1	0	2	179977382	97537490	144018990	58597300	49584220	43588700	63803140	103516551	74355860	76701690
"sll1004"	1	0	4	18334680	29435300	51610780	23558800	24283730	25243750	15899560	17370700	22781660	30795880
"sll1005"	1	0	1	7474400	8744270	8142410	4205940	11862000	9378350	8517720	3930540	10507400	7267080
"sll1009"	1	0	2	15451293	5457430	1153748	3854554	874413	2571876	2453030	11368856	9374115	10583847.3984375
"sll1018"	1	0	5	63976760	110056460	84891464	101463880	75485240	97963380	104689800	80128300	66123590	89463890
"sll1019"	1	0	2	29778100	25207500	29455570	23693580	34839000	21166650	52183940	19254360	47330540	26782500
"sll1020"	1	0	2	83062804	32398240	48714400	34839300	38805600	28992100	60111200	44261800	136516380	37985700
"sll1021"	1	0	13	428314898	340017940	433317133	584255651	1058951048	542717951	658859336	595952714.796875	1336905077	716151680
"sll1023"	1	0	6	108477450	97848150	100094600	74388770	92863400	83591930	70431560	115559500	105767690	93149310
"sll1025"	1	0	1	8750400	2391360	2300610	5133290	3287120	1237430	4578760	1746920	2593470	1147810
"sll1027"	1	0	16	935871158	854436582	938877474	740748180	802317162	798418584	642722280	682454854	759871399	929495342
"sll1028"	1	0	4	1843203602	1092165062	1324188072	1051646874	1030851364	1714323988	1035497175	1305368008	642418324	927355990
"sll1029"	1	0	5	207979892	101766030	121395367	175968411.398438	149675086	233621899	227929694	331475342	126562870	269305768
"sll1030"	1	0	1	49460900	226547008	69261200	48908100	34913600	76197600	55670800	79936304	82588496	32228800
"sll1031"	1	0	19	2426338012.30078	2456795076.20312	2217820663	2709540664.10352	3094734129	2399866593.70312	2606360820	1486852373.79688	2192726864	1374775512
"sll1032"	1	0	2	50391014	51988865.3007812	69326953	47294879	50202170	47359100	37030290	50046560.6015625	50539180	48937457
"sll1033"	1	0	12	489125977	439641234	517007773	518567340	538167084	522900316	387240869	337904220	374233934	390251040
"sll1035"	1	0	9	259680820	384987010	402225280	302954288.199219	395533088	348616670	349467256	192665080	476779076	416079050
"sll1036"	1	0	1	38045200	17256200	38498200	29680200	28965100	32278700	60699200	23818700	24564500	20066500
"sll1039"	1	0	2	34343570	29863190	27440310	22491550	17572170	13107320	49676030	20931680	13327580	35977690
"sll1041"	1	0	4	43027660	54822510	57013000	58944650	44914200	84270190	29000030	36930030	37985387	27420158
"sll1043"	1	0	21	3066739972	3171589042.59961	3480830395.90039	3515926406.69922	3661909780.2002	3568955118.19922	3950793289.30078	3744144591.39844	4446460843.69922	3896705285.69922
"sll1045"	1	0	1	6910270	5789380	11216400	4983490	7049700	0	6137360	0	3186430	4741930
"sll1049"	1	0	4	68400320	82404190	84600290	102332970	80808220	86879420	94952670	64439770	72178660	105943170
