# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp66336/fs-Conse_0-134-66343/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll1817"	1	0	2	899529008	344488000	247361600	477829008	287524096	303421008	304949008	357530992	338185000	145662100
"sll1818"	1	0	11	1843658166	1442401758	1965590392	1689782693	1705636984	2249973128	1930511551	1947095566	2211928660	2079609582
"sll1819"	1	0	1	0	0	0	0	9660740	0	0	0	100749000	0
"sll1820"	1	0	1	0	0	0	0	0	2836390	0	0	0	0
"sll1821"	1	0	3	612461728	386905254	680941304	533670016	655278016	497451008	335784992	370928948	263588000	291544992
"sll1822"	1	0	5	391226000	358239208	443583227	341020000	391893148	428988713	616442079	242490688	487482358	286727700
"sll1823"	1	0	12	517733200	685105784	589302846	741243440	650464712	681267524	823303700	947733838	705587382	908810908
"sll1824"	1	0	2	2311390	0	0	6442740	52650600	52561100	27590100	0	35836800	0
"sll1825"	1	0	2	20003500	82699800	55179880	34806800	74472600	74097600	50439200	30459600	56438000	0
"sll1830"	1	0	6	309287996	255987400	264506744	150852395	103008700	136302650	169644800	189381404	187267200	141929170
"sll1833"	1	0	1	0	0	0	0	0	0	0	0	0	7224250
"sll1835"	1	0	5	289663019	482319006	438559666	315057786	253797580	280881330	567478122	383356940	273337258	446343190
"sll1837"	1	0	2	57185800	24402500	29428800	50098600	41486100	41387600	39297900	22003600	24332881	20570039
"sll1841"	1	0	10	1887496324	2043323392	1857781464	2017789998	1646904964	2144430132	1798859776	1818966200	1846883076	2360921788
"sll1848"	1	0	1	0	0	6855450	0	5058410	0	0	7559680	0	0
"sll1849"	1	0	1	0	0	0	0	0	0	0	3242400	0	0
"sll1852"	1	0	6	194112500	139238300	121773490	190714900	111089160	123203970	128439973	173857120	117131540	76937600
"sll1854"	1	0	3	6937240	19710100	14740800	0	0	9545410	3105560	0	0	8182250
"sll1864"	1	0	1	0	0	0	0	0	0	0	0	152807	0
"sll1866"	1	0	2	35907700	30096100	20521800	134192400	62645600	48497400	106897200	77179200	37318700	103851596
"sll1868"	1	0	1	0	0	0	0	1934010	7348790	0	6626410	0	66915700
"sll1869"	1	0	2	0	6955320	0	750290	0	0	9338970	11065000	0	0
"sll1870"	1	0	3	8144690	0	4065470	0	6350560	107967964	14978500	5540750	0	28584580
"sll1871"	1	0	2	9965290	0	0	0	0	0	0	0	0	62709400
"sll1872"	1	0	1	0	26408000	0	0	0	0	0	0	0	0
"sll1873"	1	0	6	6119018062	4562374796	4447434662	5131011200	3872839376	6901366902	4754291363	4515037403	4713047248	4414539935
"sll1879"	1	0	2	0	0	11318100	0	0	0	0	0	968962	0
"sll1883"	1	0	5	128655900	287948200	114155295	214245796	148748400	146508400	114233004	108374200	147500000	160426900
"sll1884"	1	0	3	10527100	0	23657210	558351	0	17627600	0	15434200	8423610	9341970
"sll1888"	1	0	2	13243300	12679200	0	12073800	53919900	0	0	0	0	39571550
"sll1891"	1	0	2	326238092	315185608	357669970	303630000	370340200	377447992	503779916	197847800	227603000	386690000
"sll1892"	1	0	4	175029400	174898184	198455200	225464700	191344300	167697400	302230196	212092996	232828596	141474204
"sll1893"	1	0	3	83035130	70082300	59524000	70292700	43359000	40937230	63809580	62002730	69722600	39888400
"sll1894"	1	0	5	58890800	34933630	90663500	66992100	57904900	35067140	126108180	24136000	40012200	58741100
"sll1895"	1	0	1	0	0	0	0	0	0	0	0	0	19423000
"sll1897"	1	0	1	0	13175800	0	0	0	9640620	4866560	7134770	7546580	0
"sll1900"	1	0	1	10868800	0	6946030	0	0	1367330	0	0	0	0
"sll1905"	1	0	4	0	0	10401000	0	8288760	9014650	4944930	7222490	7419470	7121936
"sll1908"	1	0	17	2563775390	1853467325	2182181192	2191639162	2645772962	2991633698	3080925602	3176300456	2748575470	3532835732
"sll1909"	1	0	1	43275100	37271600	50900400	50202000	43262400	48041300	51002200	0	38905400	0
"sll1910"	1	0	6	120626104	45474900	240351800	140394294	129923000	149306640	112128680	128514180	353444614	177788696
"sll1911"	1	0	1	13541000	0	16875900	0	0	0	22508700	0	26018700	0
"sll1913"	1	0	3	0	0	20819700	17101300	9880870	12736700	19259430	35615300	0	56797600
"sll1920"	1	0	1	0	0	0	0	857236	0	0	0	0	0
"sll1927"	1	0	5	42700900	39978500	427578384	46249780	21906400	27745700	30261090	59604400	21552200	21372400
"sll1931"	1	0	9	517946508	653841200	782428438	713425792	937360912	628169500	583602408	547575380	531618816	692871788
"sll1932"	1	0	12	355063406	288989594	362086724	352230044	296959054	301797210	228764396	247850340	352058996	367037992
"sll1933"	1	0	2	0	18942200	28350000	0	1571250	22480300	1434740	0	34683960	0
"sll1938"	1	0	4	85139450	33987000	61956500	30976740	51138700	24595700	93508896	36788600	18672200	18834900
"sll1939"	1	0	1	0	0	0	728326	12964400	0	0	0	0	0
"sll1940"	1	0	1	0	0	0	0	0	0	9860450	0	0	0
"sll1941"	1	0	7	38954480	30162700	54683300	55521420	34968800	12355100	31691600	0	16916580	50319570
"sll1945"	1	0	14	266806747	557385135	464100351	542011391	344050788	376696544	494582235	451578694	427241038	565542502
"sll1949"	1	0	2	93429800	85781116	100973000	85089600	125972690	118328000	97984496	133762000	167083940	166136992
"sll1956"	1	0	2	7750040	9164000	17390200	13063400	15119500	0	0	5699140	80535500	0
"sll1957"	1	0	1	8876130	4094750	8756460	13960000	6567620	4731290	16479200	12818900	11918900	15633500
"sll1958"	1	0	7	102940700	99720196	155290010	157243700	70619300	156993250	269387230	85107580	139157974	154065620
"sll1959"	1	0	2	0	13035900	15060800	3246500	17466300	13144300	0	0	15603900	0
"sll1961"	1	0	10	324045000	324139804	405819800	321793604	301197560.800781	327900107	301050560	208079502	344934096	282585000
"sll1967"	1	0	3	25305980	22935900	56089030	15166500	23106900	63810400	19177300	0	35815800	10485680
"sll1968"	1	0	1	0	0	0	0	0	0	0	0	0	12687500
"sll1971"	1	0	1	0	0	2807190	0	0	0	28046400	0	0	0
"sll1979"	1	0	1	10626100	0	17080500	0	19329100	0	12752200	0	0	0
"sll1981"	1	0	6	106680400	171739160	52060300	105436300	48873700	53778100	97520560	69534896	37935100	105857096
"sll1985"	1	0	1	0	0	0	0	0	0	14649200	0	0	0
"sll1987"	1	0	11	273038120	209694960	394940950	189782770	236565126	400927948	384917695	383270850	435195518	446488560
"sll1988"	1	0	1	0	0	0	0	0	4825380	0	3829390	0	0
"sll1994"	1	0	13	1141544140	1671777020	1337032629.70312	1205368533	1380464226	1331632588	1711022626	1348100458	1194517138	1040814444
"sll2001"	1	0	9	426837072	494867896	489672104	279680300	498110516	435718600	353410530	467675800	275756856	386467280
"sll2002"	1	0	3	48967700	83223700	71172380	55097600	60067000	62939600	65963200	88266300	56168600	61710200
"sll2005"	1	0	4	78248100	91286370	110745470	81778500	71492900	106007900	58039900	86655175	24294700	91450300
"sll2008"	1	0	1	0	0	11718600	8033220	0	0	6101160	5892860	13366600	0
"sll2009"	1	0	4	19133900	38216000	28283500	40611800	17464470	69551400	21277900	47470800	52141220	55952060
"sll2010"	1	0	6	120450940	181452100	365425860	220518400	187934426	267464100	389396100	292754008	333392968	359663472
"sll2014"	1	0	2	0	8259690	0	0	0	0	0	35022900	21327900	44354600
"sll2015"	1	0	1	0	0	0	22798700	0	0	0	1456130	13905000	0
"sll5002"	1	0	1	11352600	0	0	0	0	22916100	0	0	0	0
"sll5026"	1	0	1	0	0	0	0	2813000	0	0	0	0	0
"sll5033"	1	0	4	9042850	12116400	0	0	19231700	37134750	36431380	120676430	54790200	22318220
"sll5034"	1	0	8	0	57883600	93323600	99645800	124676633	70182300	28521600	30224800	71511730	40501900
"sll5035"	1	0	1	0	0	0	0	0	0	0	0	10864100	0
"sll5048"	1	0	5	49410700	72971100	36140600	39644810	54755000	94901900	42102900	33877700	38094600	39405520
"sll5059"	1	0	3	0	20924900	5744920	2294440	0	9053560	4331360	48913000	0	24195560
"sll5060"	1	0	1	194763	147514	0	264539	154736	477749	833748	0	0	0
"sll5061"	1	0	1	0	0	0	0	0	0	0	7144270	0	0
"sll5066"	1	0	1	0	15812700	23564200	15763000	0	17481900	15589400	21441100	20445100	0
"sll5080"	1	0	5	145692404	131031500	213082400	270460000	129832900	172814900	257263400	115848300	149647779	131100100
"sll5081"	1	0	2	20373890	0	0	0	16549100	0	0	0	0	0
"sll5086"	1	0	1	0	0	0	0	0	0	499860	0	0	0
"sll5097"	1	0	1	0	0	0	0	0	0	9143570	0	0	0
"sll5122"	1	0	1	0	0	0	0	0	0	8653460	0	0	0
"sll5128"	1	0	4	134701304	79915500	61134800	131268820	34765200	100044800	133579500	48604600	63617200	91714100
"sll6060"	1	0	1	23507200	26648100	32489800	21680600	35555100	27208700	15933600	10482600	21847700	8753160
"sll6093"	1	0	1	0	0	0	0	0	9368070	0	0	0	0
"sll6098"	1	0	1	0	0	0	0	1361840	0	0	0	0	0
"sll7034"	1	0	2	0	12562100	0	8240030	6112940	16197960	12192900	0	0	0
"sll7043"	1	0	3	12281500	35362400	64110110	34840600	14578100	60143900	6196800	0	3291920	35382200
"sll7044"	1	0	1	13875000	3655810	16885500	18598700	9642770	8949350	0	11150700	0	0
"sll7055"	1	0	1	0	0	0	1146120	0	0	0	0	0	0
"sll7062"	1	0	2	48063800	29181000	0	8928370	0	36236400	97606496	5284050	0	0
"sll7064"	1	0	1	0	0	0	0	0	0	1903150	0	0	0
"sll7066"	1	0	1	0	0	0	0	0	0	0	0	0	14169500
"sll7070"	1	0	1	0	0	0	0	694022	0	0	0	0	0
"sll7075"	1	0	1	0	0	0	0	0	0	0	0	42113200	0
"sll7085"	1	0	7	2434770	13893170	30224310	66014520	138222990	10825167	31129690	80758555	46625270	14486140
"sll7086"	1	0	1	0	0	7235020	17880500	0	8463430	8165030	0	0	0
"sll7087"	1	0	3	23497000	17835330	67291210	19287640	32157600	14072400	8265870	4881920	16358700	17705200
"sll7089"	1	0	4	0	10484500	23058700	0	0	0	45077900	25422400	40097250	0
"sll7090"	1	0	7	0	72555900	63402450	0	21730450	6195320	89229510	47820990	11061900	115862800
"sll7103"	1	0	1	0	0	0	0	0	0	0	0	0	90002704
"sll7106"	1	0	1	0	0	0	316914	0	0	0	0	0	0
"sll8001"	1	0	3	36801000	0	12118100	0	0	0	0	0	0	3008680
"sll8007"	1	0	1	0	0	0	8677720	0	0	0	0	0	0
"sll8033"	1	0	1	0	0	14942900	0	0	0	0	0	0	0
"sll8049"	1	0	10	64103730	11653600	117609900	32178500	77497700	108752100	65793090	141554200	93366530	54901960
"slr0001"	1	0	7	205854000	191562200	102608600	98020900	70963600	104225300	82378200	269958818	89095620	87659000
"slr0006"	1	0	3	146144600	102619400	159956300	94361796	86436600	102729500	47529800	63835850	87966500	55096300
"slr0007"	1	0	1	11525900	0	14453300	6132150	0	0	0	0	0	0
"slr0008"	1	0	1	10614000	0	20573500	0	11524000	18365600	0	0	17228800	20348800
"slr0009"	1	0	21	15266839664	14719636828	10711546282	21297229138	15914887344	15900719475	12733929946	12565124099	15202807462	11948346332
"slr0011"	1	0	1	0	0	41867700	20294800	0	0	0	0	0	0
"slr0012"	1	0	5	16493250492	22769196480	17273635456	14721743378	13923398068	15936889602	13870724514	13459385310	6990476363	7091045577
"slr0013"	1	0	4	24380200	37587600	30816500	40362600	33685600	18703900	46854420	90518400	93927500	35934000
"slr0015"	1	0	4	97011100	112466000	135712796	156978400	97809700	117097000	158054300	129006800	138767300	113114000
"slr0016"	1	0	1	0	0	0	0	0	0	0	0	0	52350700
"slr0017"	1	0	3	0	0	42915210	16752400	29317800	44319700	38523200	16510060	15387400	7642880
"slr0018"	1	0	5	2674690	1810120	3516970	2265550	0	8328050	12672700	15983900	44182570	25438800
"slr0021"	1	0	2	59347400	34512400	64375000	75913296	46626700	57698800	36334300	27779600	74544304	64167300
"slr0023"	1	0	2	0	9276220	5295180	16464100	2672340	9319560	177494400	70863800	39897500	31921380
"slr0031"	1	0	1	6110690	3501520	5478440	0	3315960	0	13157300	0	0	0
"slr0032"	1	0	9	167108120	284045689	261272735	212008300	146423866	165300100	96052818	112958064	71973904	207317753
"slr0033"	1	0	2	59779900	77678100	74390600	53423300	58927800	63831600	14669600	47052400	40043300	53313400
"slr0036"	1	0	1	0	0	0	0	0	0	0	0	0	94394096
"slr0038"	1	0	3	230522292	213846608	585545216	497393296	327257292	487995296	673255008	202387200	400035904	536951000
"slr0039"	1	0	4	236806000	124804000	0	106547804	8309450	127633700	173760642	36380200	109874083	221941772
"slr0040"	1	0	1	2377670	0	0	0	0	0	0	0	0	0
"slr0043"	1	0	2	3156110	0	0	0	0	0	0	0	0	22285800
"slr0049"	1	0	9	414838326	436520970	542980730	638073444	309792904	558783173	327283162	349326540	260592726	370929717
"slr0050"	1	0	4	4643240	0	0	0	0	11885700	8212870	0	10025800	33546300
"slr0051"	1	0	3	244926204	250192400	346787596	341722396	237382000	300912400	389217500	480266408	398027900	348914904
"slr0058"	1	0	3	162641350	160506500	250429742	225252930	104983890	254308628	404492710	515368392	490625696	462963214
"slr0060"	1	0	2	0	7983310	0	7833070	0	0	0	0	0	0
"slr0063"	1	0	17	525850206	538069292	496083960	754136160	330023760	504683752	517560486	491810030	650150468	699164936
"slr0065"	1	0	3	42786800	34342500	60294500	50235800	42220000	49712200	41462200	56161000	16828500	79836570
"slr0066"	1	0	1	0	0	0	0	0	0	0	0	11604300	25741800
"slr0067"	1	0	4	268639308	264972500	197947896	627866016	197195296	314012500	912706820	506023382	291329612	381470002
"slr0070"	1	0	4	38199600	52136000	108660400	81421410	96972100	179968100	87566950	652268024	138708490	93756700
"slr0072"	1	0	4	22186500	0	55374100	24635100	16260550	10072300	13910506	0	17205600	21026830
"slr0073"	1	0	9	471236828.703125	320665788	398509622	500418459	317637546	347789650	240910654	283203300	354527792	277684704
"slr0074"	1	0	8	138131400	130632000	172571184	135796600	107327700	143779500	135901200	220905000	119775400	72689100
"slr0075"	1	0	5	88566700	137955000	201295504	59275300	139141404	121770300	120400000	52185100	82900760	54220800
"slr0076"	1	0	7	81324990	45951200	69155600	67336000	83422400	57094810	51471500	39166630	58397500	36452770
"slr0077"	1	0	2	22705800	24602500	47356000	0	18443200	42308300	20199200	24304580	93472096	0
"slr0079"	1	0	6	25185690	41731150	48139800	24306390	42359100	38456010	81783490	58294570	23838700	58783200
"slr0080"	1	0	2	33734700	40521300	79466400	39507200	52426600	36591800	43786000	56037960	49900100	51114000
"slr0081"	1	0	1	0	0	0	905715	0	0	0	0	0	0
"slr0082"	1	0	4	18357400	6457350	14842300	36115600	0	37771970	8587740	31002500	7717600	0
"slr0083"	1	0	8	85143500	55081100	318499500	297268800	181284550	252114574	194227600	130391910	134858796	154623350
"slr0084"	1	0	1	0	1318370	0	0	0	0	0	5976530	0	0
"slr0088"	1	0	3	14705900	8239520	34441300	182025390	0	0	14270600	0	27207100	0
"slr0089"	1	0	2	0	10004100	31612200	14985550	0	0	0	49573500	19987600	0
"slr0091"	1	0	1	0	0	0	220892992	0	0	0	0	0	0
"slr0099"	1	0	1	0	0	0	0	0	0	0	0	0	2293510
"slr0105"	1	0	5	25563090	24627080	40087780	56781840	17589100	16751500	27214470	18379900	53238630	22889090
"slr0106"	1	0	2	50104400	40042500	56497300	39094070	56811000	25969500	22641900	16913300	10892100	14497100
"slr0110"	1	0	5	128099396	37045900	61521700	38424600	74298500	29158660	234180350	153896104	77008704	16643300
"slr0111"	1	0	1	25834200	7925470	47081800	19172800	34478900	21458300	0	27073900	0	25753300
"slr0112"	1	0	1	8399290	0	0	0	0	0	0	0	0	0
"slr0115"	1	0	3	31174900	61755600	36504000	86384504	34519200	82319000	83831900	120501100	93417100	122966200
"slr0116"	1	0	3	117069100	62296400	62412700	38685000	114386400	123049196	49649600	84645100	185057696	46761500
"slr0118"	1	0	9	299491380	258579736	175544926	295398554	233905700	392454580	833636588	440556978	154062630	361397558
"slr0120"	1	0	1	0	0	0	0	0	0	0	0	38302000	0
"slr0144"	1	0	1	0	0	0	0	0	0	0	0	0	9704390
"slr0145"	1	0	1	37868700	22222200	56284600	41033600	0	37555300	23066500	37251100	51872600	39754000
"slr0146"	1	0	1	13588700	9855760	56896670	76564880	10383900	81342700	0	24378290	61093900	60097000
"slr0147"	1	0	6	183150900	308115900	358156192	278178104	207959096	216362596	113311700	265906906	193386304	170749280
"slr0148"	1	0	1	267163500	63522000	265464800	81806800	50637700	157711092	158904208	216567000	143501900	104862300
"slr0149"	1	0	3	188189900	232273500	314867108	251064510	119477156	195456008	238572704	236817308	220460800	291440900
"slr0151"	1	0	7	328921070	414291160	265099208	375526980	162130096	203471320	241826904	129824610	226693440	118738000
"slr0156"	1	0	12	272966600	218600040	315238460	237174196	225580450	286149884	196902300	267542996	272460804	269069114
"slr0161"	1	0	12	675584692	519299426	697269104	729019596	442542430	651385700	679825112	664329732	491922834	603755292
"slr0163"	1	0	4	131544340	95320900	90550986	112595300	75789000	84995700	123725300	190077996	15467800	112659600
"slr0164"	1	0	6	94068218	491733650	366638600	490773600	352118570	369410092	379960040	341926408	416680916	223868008
"slr0165"	1	0	3	0	30917000	24572200	47261440	0	0	41463900	30611970	5177440	0
"slr0171"	1	0	1	30657100	25196200	25337100	25348600	23255600	28250700	39206800	22647200	26508400	27444600
"slr0172"	1	0	5	968884800	1026081992	1130073200	1162671474	737342592	845018986	1268141108	798645008	608337892	1471865068
"slr0185"	1	0	2	47689400	114099200	55606700	79006580	75741400	68583600	48962300	76641200	26148200	38130400
"slr0186"	1	0	9	324152158	250272434	463759920	400267046	323449520	379625966	336740876	364658384	407054940	303886410
"slr0191"	1	0	5	45266400	28799950	43684900	58419000	21410800	64701600	33338230	98262640	11424000	0
"slr0193"	1	0	4	21126540	22627000	6199380	18181500	5219270	18510960	34754099	27001498	391149866	5219200
"slr0194"	1	0	5	175081220	179986330	316199200	325841300	269447994	327438330	264234578	500420004	422343118	413309908
"slr0201"	1	0	2	30977000	29500600	52639390	33700800	0	0	26069400	32840960	55400010	8554300
"slr0207"	1	0	4	0	0	0	10244500	0	0	0	15252800	388749	4863970
"slr0208"	1	0	3	127268700	60972600	70688400	155355328	86674704	106687000	55932000	38284000	141316900	57549200
"slr0209"	1	0	3	16242200	17353600	217415800	21203600	44150400	16523100	24140300	21177500	245409548	41596700
"slr0211"	1	0	1	0	19335300	0	18797200	0	0	0	0	29797100	0
"slr0212"	1	0	13	189987100	279317200	266079800	282911730	209192700	306943800	286069030	243094760	227151390	285588510
"slr0213"	1	0	8	364202100	434598520	521066296	421671200	447320900	622727400	348179704	311738100	478005292	475708456
"slr0216"	1	0	1	19256200	0	0	0	0	0	0	0	0	0
"slr0220"	1	0	17	239642770	325392330	282993804	417814600	245555070	274605658	431309154	329216790	373462000	558105927
"slr0226"	1	0	1	0	0	0	6877110	0	0	0	0	0	0
"slr0228"	1	0	14	336141124	338325280	363258938	465015400	378500196	469718700	501462900	238530420	298036610	290580900
"slr0229"	1	0	4	23413000	13394800	46238850	24736300	12761300	69230800	244248100	16689800	27613500	20138000
"slr0233"	1	0	4	12626955	51196090	31563300	72383325	15614170	22557370	53734700	59654300	33945900	9551200
"slr0236"	1	0	1	0	0	0	0	10004700	0	0	0	0	14476300
"slr0237"	1	0	6	76824190	95928700	92202550	112777330	89613100	59954000	49406200	108610050	77072200	36959190
"slr0239"	1	0	1	0	5243320	0	18649400	6162620	41868400	0	0	120040696	52704700
"slr0242"	1	0	2	147949400	79493200	92809100	87078900	63128800	90675700	40064100	63476000	94170300	20826300
"slr0244"	1	0	11	2073917156	2417817440	2565918970	4321640428	1059279614	2092432926	2053831616	2700490288	2536412936	1202142400
"slr0245"	1	0	3	6065620	5846370	22711700	22120970	19013470	0	0	19085200	7101660	36732700
"slr0249"	1	0	1	0	0	0	18497900	0	0	0	0	18409600	0
"slr0250"	1	0	4	73116020	32682800	79167400	74180900	51420200	64899200	89253400	42729800	61295800	51098600
"slr0251"	1	0	1	33717700	42353700	42207000	24780300	35063400	33159900	27037600	26419200	45737300	29864500
"slr0254"	1	0	1	0	0	11102600	0	0	11872100	0	0	5850300	9467920
"slr0257"	1	0	5	0	0	96276500	47190400	62783200	34176860	108305800	77634800	63462550	172805700
"slr0260"	1	0	1	0	17509100	10598900	18589200	0	15349000	0	16972300	6615530	5992400
"slr0261"	1	0	8	429169140	350859000	449875808	500579282	426648988	528326600	257442200	381853800	264003404	208108394
"slr0267"	1	0	2	0	28265300	5396510	11510600	5310950	24703800	0	5256870	44731800	0
"slr0280"	1	0	5	62168400	50731300	41768380	68031110	6741340	46660300	56779500	81511510	18503270	18031820
"slr0285"	1	0	1	0	0	0	0	0	0	0	2641410	0	0
"slr0287"	1	0	2	29440700	18149100	34146000	49906700	24134800	23838400	10896500	10088200	12297800	107654000
"slr0288"	1	0	17	905091146	1153943408	1083107190	1111993410	1315347842	998579036	1443234767	1583711888	992764618	1252714066
"slr0291"	1	0	1	0	0	6624240	0	11156400	0	0	0	0	0
"slr0293"	1	0	8	99140000	86233000	137888400	126025100	129211700	250481900	156758850	204592000	130535300	86450800
"slr0300"	1	0	1	0	0	0	0	1091440	0	0	0	0	0
"slr0301"	1	0	5	46122800	0	36008800	3328320	0	0	1498070	4840360	12828800	11932300
"slr0302"	1	0	3	10176300	26351200	23590160	7217180	1056650	4391140	3993160	11137900	0	2349140
"slr0303"	1	0	1	0	0	0	0	0	0	0	0	0	31078100
"slr0306"	1	0	4	0	0	7346160	24859070	0	10677200	23370610	30137000	0	0
"slr0315"	1	0	1	34351100	52134800	35208000	34076700	25879010	41832900	18924300	26154200	0	10335100
"slr0317"	1	0	2	0	0	0	0	0	0	15622500	0	0	4331910
"slr0321"	1	0	2	11828700	5498460	7241970	0	4901690	0	45628240	4468160	2002230	4682330
"slr0322"	1	0	16	203172194	221362200	283629540	330418824	146321300	208757200	170607344.5	229788020	133919070	405471612
"slr0323"	1	0	3	0	0	14849160	32127400	0	17273100	30115700	0	9410440	14820300
"slr0326"	1	0	1	55419700	45991100	60216100	47300200	58593200	105272000	51583000	23087700	67963504	25979800
"slr0328"	1	0	1	0	0	24803200	12990300	0	0	6712720	0	0	14753700
"slr0331"	1	0	1	26794100	44288000	32405400	53445100	22531900	49303700	32574800	27871400	38921300	39700600
"slr0333"	1	0	3	48211587	65073400	23243900	58653100	25350400	21298120	34813700	36767510	20545100	6246150
"slr0334"	1	0	1	771678	0	0	0	0	0	0	0	0	0
"slr0335"	1	0	41	12261234277	13824710932	15534449740	15610323362	13807177639	14677567416	10175350788	14433452306	11357405773	13733389575
"slr0341"	1	0	1	0	0	0	0	0	0	0	0	0	21733600
"slr0342"	1	0	2	164487900	133552400	134926200	206339292	132345600	194666100	177439100	220006110	234965608	188992304
"slr0346"	1	0	1	8048300	0	16850800	0	6869240	7486820	12435100	0	0	0
"slr0348"	1	0	3	38291900	42585600	31368260	44686400	58313930	39826000	40386400	51626700	46144810	28874600
"slr0351"	1	0	2	12728400	0	0	12615600	0	11800500	0	0	0	0
"slr0355"	1	0	2	69639400	125459400	107696600	96740104	74519800	45797000	15655100	84418336	52119000	79887200
"slr0357"	1	0	9	55499700	63837670	74864120	184862180	37048240	85011100	38197400	74272790	31721990	59730200
"slr0361"	1	0	1	0	0	0	15396900	10145700	0	11014700	0	10254800	0
"slr0362"	1	0	4	37872850	72046400	69755000	32779010	55789200	76346900	48407160	66593170	33956270	47930663
"slr0363"	1	0	1	0	0	0	0	0	0	7307130	0	0	0
"slr0369"	1	0	7	222847200	148940004	283525400	321443050	251499500	235215360	170140334	175809900	184641800	306747300
"slr0370"	1	0	2	45157700	132647000	172304300	113436000	67759296	96539130	177151708	132828200	354160008	138218000
"slr0373"	1	0	1	0	0	0	0	0	0	0	0	742710	0
"slr0374"	1	0	12	91532200	202537590	147790740	257382660	170614836	215218250	231009404	248487758	221871302	324074028
"slr0376"	1	0	2	266951400	134479900	93708700	99189300	93969200	137709596	113772500	102815200	337031896	314892108
"slr0377"	1	0	1	0	12770900	15382700	13906200	0	10053400	15641300	12800000	0	8865630
"slr0378"	1	0	1	0	0	0	33750900	0	0	0	0	0	0
"slr0379"	1	0	1	0	0	0	0	0	0	0	6692100	0	0
"slr0380"	1	0	7	64963500	87394505	110493380	107832200	33793100	97079560	81138200	87512400	72385600	109152640
"slr0381"	1	0	2	39855100	96645800	0	146400000	51254500	118220500	124734900	120175200	83879200	83540800
"slr0384"	1	0	3	13966120	28953600	45457500	30104710	26800908	42168120	42500800	38914920	12470900	24707726
"slr0387"	1	0	3	18676500	0	30441100	22588800	19990900	0	0	21802500	21891900	20367826
"slr0388"	1	0	1	0	0	0	0	0	0	0	1487360	0	0
"slr0394"	1	0	11	2051857888	3802691612	2827967898	2024961358	1777760906	1702717670	1196001352	2577925596	1422591666	1852743724
"slr0397"	1	0	3	0	0	0	0	9527300	13224200	0	13640100	26587400	0
"slr0398"	1	0	3	106277000	170140000	147646000	167824000	180232400	173959179	92333000	148622000	170714100	148108420
"slr0399"	1	0	6	234056000	151702500	247677500	226120850	145215010	196136880	180545452	126460300	267617800	72489200
"slr0400"	1	0	2	82957400	74966700	92831900	84378800	74190900	70776400	49222600	50023700	34887700	117002200
"slr0401"	1	0	1	0	4210720	0	0	0	0	0	0	0	0
"slr0402"	1	0	1	0	0	15005600	0	0	0	0	10023100	0	0
"slr0404"	1	0	3	166490680	244011100	148776900	206896696	104659000	279271100	94416100	144163800	137874800	220432004
"slr0406"	1	0	1	15086800	15677700	22276700	0	13507500	14851800	15175800	0	0	0
"slr0407"	1	0	2	0	0	0	151143	0	12021600	0	122343	0	0
"slr0417"	1	0	12	238544600	343651700	276854800	279558370	239367200	309728300	210341000	282489600	460054700	275162340
"slr0420"	1	0	2	0	0	0	0	210162	0	0	1865040	12995700	0
"slr0426"	1	0	4	206407692	115911640	51600800	221025200	176353800	146445800	135480044.203125	2929630	139061900	142763300
"slr0427"	1	0	4	49596490	28045600	34746600	41779700	31875900	38485890	39901820	12610100	56423500	79823270
"slr0431"	1	0	4	184737246	154252730	106949424	156665566	123364960	146173994	146928114	188149280	159960280	137687034
"slr0434"	1	0	2	37229090	13763100	32653400	47255900	39715900	43646000	48357600	0	22547900	15325300
"slr0435"	1	0	3	231387196	95008900	178559916	263441600	129131000	142894300	166415100	192624700	169185300	45492400
"slr0436"	1	0	1	28488200	19108100	25583300	25758100	0	23633500	13995400	37554100	14776900	21533800
"slr0440"	1	0	2	0	0	13056000	40381100	0	0	0	0	19342000	0
"slr0442"	1	0	7	158290042	106396700	156917300	178882050	163889074	85322000	119998830	174836400	291751196	143326296
"slr0443"	1	0	3	35407000	47684900	78706100	59209600	102435000	80012000	83549296	109534200	29587000	69384400
"slr0444"	1	0	10	167771680	117787330	166803030	211256600	240479866	266294220	261380700	269999430	247705400	343071820
"slr0447"	1	0	7	457431596	321685360	314465066	375560308	171988450	279245380	295145524	439080182	327164638	259561600
"slr0451"	1	0	2	7054420	6273410	0	0	0	0	10066900	0	0	26550400
"slr0452"	1	0	15	1096878603	1873016244	1164937418	1583734697	630085088	780757210	731153904	1075467985	1262622732.80078	842534488
"slr0453"	1	0	15	347418000	526775524	353170996	570880770	247573200	427975500	528282150	386095900	190931520	459577024
