# Protein abundances computed from file '/media/storage/timothy/tmp/knime_labelfree_MSGFp27083/fs-Conse_0-134-27089/000/000/ConsensusMapNormalizer_0/20190125_FA_005_R1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN', 11: 'UNKNOWN', 12: 'UNKNOWN', 13: 'UNKNOWN', 14: 'UNKNOWN', 15: 'UNKNOWN', 16: 'UNKNOWN', 17: 'UNKNOWN', 18: 'UNKNOWN', 19: 'UNKNOWN', 20: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"	"abundance_11"	"abundance_12"	"abundance_13"	"abundance_14"	"abundance_15"	"abundance_16"	"abundance_17"	"abundance_18"	"abundance_19"	"abundance_20"
"sp|Q0K631|RL5_CUPNH"	1	0	13	5171622256	1141804800	931974420	795089192	2448281678	1130680798	5765741334	1237479024	1916135812	1068591280	1451932432	1189914592	6877800300	1429006900	1740200224	6692806482	6989847532	1424285596	1312611026	1560970538
"sp|Q0K632|RS14_CUPNH"	1	0	5	39169200	0	0	38893900	0	18023500	47240100	37163100	0	112247000	26858300	107630000	84258570	290286016	0	149684696	76894680	182462000	205988000	111685000
"sp|Q0K633|RS8_CUPNH"	1	0	8	1389811906	725010486	796860072	157671966	370525992	245529298	2802659072	745501187	310947850	807766200	340489340	940742634	2600893134	403823846	348337006	3727332024	1323860074	392561884	447460206	1101681184
"sp|Q0K634|RL6_CUPNH"	1	0	12	15830067704	3610753084	2923621584	2744150616	7610406658	3281428784	12954673202	2719754292	6975829164	3220339400	3824370432	3189616604	18622510806	4249063440	4660242624	11003145604	18590638112	4287652444	4457868100	3895613172
"sp|Q0K635|RL18_CUPNH"	1	0	5	401366028	1248286694	552788886	873615432	3981356820	1704208700	3183794338	2054059532	4576180612	1935568251	2308191766	2603906184	5637888032	2559007408	2582582474	3444391302	5773309412	2673950472	2754239688	2911505756
"sp|Q0K636|RS5_CUPNH"	1	0	9	2718661008	5098003136	6331697152	2888332960	4957009200	4553395698	3638366978	5290277416	4839463866	5093827416	5555829836	5449101432	3599853346	3951290016	5925293999	5689997663	3747525374	7418432364	5824983672	6145074772
"sp|Q0K637|RL30_CUPNH"	1	0	3	181616900	24562800	13090200	0	30462800	27716500	590972400	21887600	34144200	28812000	45556500	25994000	926082912	28865100	33874800	520384292	594169808	31670400	32287800	34099800
"sp|Q0K638|RL15_CUPNH"	1	0	8	1289766684	1340127024	777718916	988294904	3201627556	3148119900	1232251100	3473094600	5106395896	4084381388	4321003076	4137494500	1710360768	4567171348	4795869152	2882916848	2097112442	3832091780	6672270196	4989722008
"sp|Q0K640|IF12_CUPNH"	1	0	1	0	99168496	55374000	72823504	0	0	4758960	0	0	40696200	47417600	0	0	70050800	42137500	0	0	0	144973700	0
"sp|Q0K641|RL36_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2116100	0	0	0	0	0	0	0
"sp|Q0K642|RS13_CUPNH"	1	0	7	480184792	448600612	214588000	266584000	895400900	566810906	380705800	488348118	1424905468	738318664	692442112	668292378	566313290	889125308	891424544	681525820	1787369110	794042618	898160380	606772932
"sp|Q0K643|RS11_CUPNH"	1	0	6	2252359244	245891200	152633200	161046100	648648172	466239704	2146765072	201992100	990645712	688722600	536733984	364148700	3396387247	912837700	588955808	1777903654	3641056150	453750990	508235923	411768612
"sp|Q0K644|RS4_CUPNH"	1	0	13	4047038874	1454984946	1156787008	1000675716	3338879494	2161889780	2218102594	1589371390	4581626454	2445565008	3117784132	2463111872	7067556620	3670067412	3500657628	6745936810	7561125232	4135593258	3190081918	3651567414
"sp|Q0K645|RPOA_CUPNH"	1	0	17	7122271040	9534340142	6498128320	6799598252	7977952644	9182190478	6648563776	4704430930	7581115381	7622347245	8112846712	5883952298	4759828236	6106456200	5258079878	6530501256	5055385592	6921730048	4516311020	6710232198
"sp|Q0K646|RL17_CUPNH"	1	0	5	3623808392	219848992	125099000	163920700	710320976	246394800	4042857188	191115008	538707592	253186392	372425300	236872992	5594313546	256686408	333869208	3332087000	5335510308	236836700	267644992	401969784
"sp|Q0K651|ENGB_CUPNH"	1	0	6	235669400	434421000	378454700	718536084	507948992	454419008	364524904	1275079988	338668896	662670008	885943008	844762116	388741108	329986500	989144600	428155500	184593996	361983800	399385404	822469828
"sp|Q0K661|CYAY_CUPNH"	1	0	3	961714200	436720204	366748888	193772500	323574800	248962000	844940192	190123100	314423904	183015600	343476604	299327704	286196408	85813100	254377400	223705000	163792000	143671400	81850100	76791100
"sp|Q0K669|AROB_CUPNH"	1	0	13	1142947379	653002600	576171692	190956800	546818600	224857704	1717157500	555352900	550582792	479486704	485329104	609855004	1146627934	447010708	879102108	894498200	818433328	476969928	561924496	593345908
"sp|Q0K685|MURA_CUPNH"	1	0	14	798421816	968263112	941535546	1185240198	736975896	1481621312	1094259838	1222206990	875825278	1100788580	1796891012	1672081292	816095892	1586416112	834964988	1194344204	608427936	1235830116	717098440	1130010108
"sp|Q0K686|HIS1_CUPNH"	1	0	7	694537804	1350970084	2540476968	1372912372	1131437956	674527404	1240652756	1764617684	655262100	645858470	1855020440	1032236070	703645706	853475492	1191991108	796163862	849121896	1533977492	1111288480	585603600
"sp|Q0K689|HIS7_CUPNH"	1	0	5	708686500	2077053100	1226462842	805461992	1276133952	940931784	996001616	353420008	917073024	759152708	667720492	461794008	403790608	566681608	271728600	452966200	501173912	314819096	352389200	163363696
"sp|Q0K692|HIS4_CUPNH"	1	0	11	1691085138	2101122384	1485767492	1440309184	1843776384	2378230216	2499781798	1211951300	1452634824	1865286108	1984139300	1270041316	1251724868	1168120896	2028726792	1215969544	1463141688	1364394888	1511464400	1323571508
"sp|Q0K693|HIS6_CUPNH"	1	0	4	203252600	241546000	152557204	304047096	388367708	241751300	293460200	269580096	240925000	168570104	87559916	217312760	185362700	224642692	357616404	191120014	149877600	134597600	146100710	250030596
"sp|Q0K694|HIS3_CUPNH"	1	0	5	180016700	185441208	119344500	71756000	112557000	119208804	86281696	68267200	138725700	125026104	185911554	127467550	127573100	136220100	148916490	94981200	125112046	159133400	231083200	84409904
"sp|Q0K698|TATA_CUPNH"	1	0	1	0	3508750	0	0	6155660	3776890	0	0	11366000	0	3462000	1977010	0	5218060	3978100	0	0	3085170	0	0
"sp|Q0K699|TATB_CUPNH"	1	0	1	0	0	0	0	0	0	7112710	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q0K6A4|MSCL_CUPNH"	1	0	3	159566400	333760008	159054696	82360800	52817000	270047208	91899540	0	274245496	23914300	0	67095300	8994940	19706900	12224400	0	50913800	0	32134500	33796300
"sp|Q0K6G3|HEM1_CUPNH"	1	0	2	0	0	0	0	13004000	89951504	0	79260000	0	128074000	45972600	0	8482560	197166000	0	28616100	0	87412000	149963008	222798000
"sp|Q0K6H7|ACYP_CUPNH"	1	0	1	0	7631980	0	0	0	2522930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q0K6I0|TRPC_CUPNH"	1	0	9	217214300	45300580	29738060	140956934	165636016	255206500	254978904	316541440	228009000	327919292	272184030	329480900	633463192	222959000	373949900	447502292	784884784	275051080	76257800	283276600
"sp|Q0K6I1|TRPD_CUPNH"	1	0	10	260069796	268552912	131321000	177403008	76195800	0	848435792	1487205276	33499800	349718500	698227796	1103049984	419963712	1265196284	954772908	934835296	366120800	803838000	1358434992	1493133032
"sp|Q0K6L4|COQ7_CUPNH"	1	0	4	40204674	25587000	20001300	0	103239300	60831500	73655200	0	93570000	0	21072200	0	0	0	20715600	22095300	0	0	0	0
"sp|Q0K6L6|RSMH_CUPNH"	1	0	9	1636553788	782845496	889505208	1020093600	486629132	604059312	2052551700	792560000	7197030	585289024	939948984	183783008	1821804214	330463008	0	220418808	102432020	395784000	0	191799008
"sp|Q0K6M4|MURG_CUPNH"	1	0	3	352475500	26204700	19691000	28684200	33516000	0	20960400	29492100	29793100	0	18253100	24501800	36699700	21457500	0	13327100	94482800	16864100	14802500	16605500
"sp|Q0K6M5|MURC_CUPNH"	1	0	13	316974328	947432900	392918904	728303788	802342400	829489280	665100584	1298334546	789637724	389422200	1680721296	1291721584	530569200	1442952080	695721880	952780688	298879192	1148657908	1410043712	1474304978
"sp|Q0K6M6|DDL_CUPNH"	1	0	12	416144406	1003697606	696038326	3037904920	551139404	967534885	953390486	1465112192	295019192	1959150418	628673976	1455629018	578994500	571934430	1326286328	520125704	390827400	725386660	1139518384	667141582
"sp|Q0K6N1|LPXC_CUPNH"	1	0	9	397142992	378934992	553849904	754458900	474288000	648944716	401197000	517161088	321438104	339515800	308155092	256273800	131978096	264322500	245995496	124784800	179432604	197623796	371674500	242680596
"sp|Q0K6N3|SECA_CUPNH"	1	0	25	802209792	881705556	274771713	4097511698	738212110	1749494458	1139423792	783567288	1056559934	2764266292	3428998808	3009302110	1979523342	2507902568	3504552188	2202198472	1664764252	3122356358	2186874328	2091201986
"sp|Q0K6N8|ZAPD_CUPNH"	1	0	10	497716270	109744700	87801817	237262308	208863610	151017900	525695238	168321398	191650400	201194200	143161300	83730200	634305914	274117670	145784240	383059300	491333134	208646504	254454416	55216500
"sp|Q0K6P4|RL21_CUPNH"	1	0	5	3295345280	1319910984	437654000	0	2397653392	1773881100	2445604760	343804992	3238744960	3095217016	2337896000	1435049476	4527285528	3735467064	1820648992	2738358920	4819059974	2060249008	810562000	1852579040
"sp|Q0K6P5|RL27_CUPNH"	1	0	2	35355320	98834496	149128992	275617984	123190000	94798304	6918280	249455008	143191008	162922000	213683008	379396992	0	197859008	96243296	464060368	36611100	151749218	250536462	360704000
"sp|Q0K6P6|OBG_CUPNH"	1	0	11	721849992	2606703748	1986804740	620337108	599613576	2661162808	1154850616	1230354952	618245616	1129063124	1033231898	743255392	611813516	2474554571	1166129196	1169538684	567325000	658768659	1533327315	750567400
"sp|Q0K6P7|PROB_CUPNH"	1	0	9	423963502	1239619528	993418508	1032063892	674681348	716545292	727617840	1442363412	537563196	773711016	1116075484	1013591690	488477782	1110280354	1598735724	639987614	450337588	852505424	171782696	1015058384
"sp|Q0K6P9|RPPH_CUPNH"	1	0	5	0	0	0	0	21609100	0	37234420	34002600	72022830	40132400	37421840	41528440	92085000	3544690	55166030	56818900	103284100	0	40295180	70866830
"sp|Q0K6Q0|SYP_CUPNH"	1	0	20	911932088	544798604	282869210	402522592	900012426	722950700	295393504	796965788	1131734784	1044175700	1293234044	1210575828	1750610036	834451300	1763050416	1355276138	1502849696	1333356314	609035600	1148386890
"sp|Q0K6V7|RDGC_CUPNH"	1	0	6	0	0	0	0	0	0	0	0	157143008	0	0	0	266531700	87289904	31459300	33702700	242932422	267047392	144427008	41772500
"sp|Q0K6X3|PRMA_CUPNH"	1	0	7	110129500	203733192	174255670	93710410	295351292	349224392	400182808	504257408	364540508	566162688	638488400	941151692	326323404	439668508	681716300	270967700	277959496	698282900	339895608	709100492
"sp|Q0K6Y1|UBIC_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	31906700	0	112125000	0	0	0	0	10869100	0	0	0	0
"sp|Q0K6Y5|AROE_CUPNH"	1	0	7	64922860	342067400	474003904	432786100	201428350	329616300	224762300	424275308	137282010	321268800	622749730	357140902	195604376	884263196	537386442	343249704	184289900	307532809	415600443	470898447
"sp|Q0K6Y9|PYRF_CUPNH"	1	0	14	659590484	846019318	1209109068	2059426136	453706120	1163087812	575769704	521375700	292535864	1081655232	354130092	1564685680	388061100	431326304	698702232	831408776	310957734	530115876	680460008	156853704
"sp|Q0K705|DAPB_CUPNH"	1	0	7	538113692	216935900	649680595	1317810884	1779693596	2352620048	1338320462	1993482796	1992586768	1028184628	2753693228	3470348784	736950692	1134502888	1033466112	597967404	765486136	490032100	462486004	1432825816
"sp|Q0K710|PROA_CUPNH"	1	0	16	718133330	1197906692	1406837712	1480419092	1129402812	877405192	1424088496	1341334220	1450656124	1720500920	1902228100	858467420	527405496	1911400632	2670740736	1480213604	769351400	1824506840	1708252504	851794016
"sp|Q0K720|MNMA_CUPNH"	1	0	3	0	0	0	18699700	0	0	6527440	25758900	0	21046200	0	25511200	0	31185500	8168160	0	0	27867500	28719700	29655700
"sp|Q0K733|TGT_CUPNH"	1	0	8	51617000	79148.3984375	0	39771442	46816200	0	75180800	0	70314704	0	63299000	0	150155864	213142692	22623100	44483870	287812796	273006300	0	0
"sp|Q0K734|QUEA_CUPNH"	1	0	5	0	62487700	204820000	53900300	52182500	180519600	17156800	0	135940996	149748000	282453508	193785800	27849900	3549684128	194245508	27116200	33812100	38834700	0	68171200
"sp|Q0K757|DNAK_CUPNH"	1	0	28	18478343258	7265600980	6808608390	3959635692	14128542326	7683044776	18212314518	5349999370	12749071103	6338182964	7801809592	7299419560	19318776094.2031	8385845348	8014558888	12516152388	17844902124.2969	8415132204	6860415780	6922800564
"sp|Q0K758|DNAJ_CUPNH"	1	0	10	187024100	149502796	286672708	135500700	221438240	183946996	782643692	270041092	279325100	146744400	244585604	322136300	906665788	312016600	263521200	810406700	905417612	299432904	205660096	304322510
"sp|Q0K762|PANB_CUPNH"	1	0	9	992037680	1089758936	409966664	1076617300	751515428	1201856680	1752332828	1257963384	1955781208	2671415100	2656388948	1408191584	1473544684	1440318008	3992864808	2033046204	670598554	1380072704	1226653052	150145300
"sp|Q0K769|PUR5_CUPNH"	1	0	19	3218469675	1694363088	1939411816	2530288340	3775372072	3216697216	4054434444	3249202652	3772430036	6201469645	3682427324	3061316708	4863681288	5086826948	5506130278	4064757184	4574298194	4700904600	4270786964	3034448696
"sp|Q0K784|PPNP_CUPNH"	1	0	3	39649700	136822000	200800000	350496992	149698400	300305356	142761800	329764470	113537700	574328984	243935500	141175008	107252700	397334108	106818900	106940500	134322500	8738200	7970160	218983584
"sp|Q0K786|Y3060_CUPNH"	1	0	8	1073677024	337883800	460404600	210991000	466425292	320333192	1263580464	186076708	280984900	272358900	268769900	264923600	799119940	296667000	351380100	870653298	702885508	295254000	280245008	345463500
"sp|Q0K793|CLPS_CUPNH"	1	0	1	0	8750420	0	5369780	9177540	0	0	6433820	0	0	9215280	9710440	0	0	7541020	0	0	0	0	0
"sp|Q0K7A0|SYI_CUPNH"	1	0	19	399890992	8382310	2595670	218085950	372315900	152670450	55015600	95543900	918576270	214309000	186952800	157753856	743907056	422489600	425224100	568110108	1501790092	224896400	247064300	693343200
"sp|Q0K7B1|RL33_CUPNH"	1	0	2	2676090	3350130	2279990	29456600	204318058	49970620	34709030	78379430	351952108	25065640	81991520	150921484	9269740	92714194	95174540	88468600	213295700	123660100	131430830	47128340
"sp|Q0K7B2|RL28_CUPNH"	1	0	4	11101000	24400460	0	13246400	14022000	27758300	175332000	2938360	17926500	141936200	51897940	23900750	177215942	109110780	88095500	346111008	141559700	133638300	88155000	34988740
"sp|Q0K7F5|AMPA_CUPNH"	1	0	14	999965700	315390400	113102500	188673604	308008300	209959070	787656396	52403400	551540692	246011300	688499808	240499496	1014004708	347093996	631518208	628832208	1142946392	245479798	122549600	194697400
"sp|Q0K7G0|LGT_CUPNH"	1	0	2	9672860	0	0	0	0	0	0	0	0	0	0	0	0	94641000	0	0	0	94317000	0	0
"sp|Q0K7H7|COBT_CUPNH"	1	0	4	87461600	52441000	174069000	400818704	129532996	123034000	89129604	575031408	240233992	632203008	416750900	318176704	188118846	282691008	294999900	325848100	196981000	283992100	563028288	256101992
"sp|Q0K7I6|PANC_CUPNH"	1	0	8	658714992	672469912	583788412	161134996	338434396	389399704	419549400	160223500	346712700	174594300	345409296	138980696	173678700	425974300	897655492	168677804	220002000	409281704	381226500	152499900
"sp|Q0K7K0|SYM_CUPNH"	1	0	10	297791100	0	0	47273100	131614800	21804100	0	83944100	220568000	57292200	0	81085600	238398596	0	94824000	226868700	493393112	0	0	74301000
"sp|Q0K7L4|DCD_CUPNH"	1	0	5	227218900	25806700	16664300	19577000	22476900	22158600	367967596	26387400	24113900	23563600	28511000	27197400	453198740	26499600	28685400	160139200	315093150	25822100	26000900	32302700
"sp|Q0K7M0|ARLY_CUPNH"	1	0	18	412555958	115150900	37175000	142214796	240119000	185878708	173851100	179066504	374689904	67130496	490549304	486400000	598448783	213580000	266366000	1281559860	639751112	164240604	138206204	465400508
"sp|Q0K7N0|YQGF_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	21030100	0	0	0	0	28278700	69162496	0	11719300	0	0	0
"sp|Q0K7N2|PYRB_CUPNH"	1	0	11	309149304	545871012	660260120	1130744016	617053288	905717408	719406020	1916308192	1131357496	1915444932	1492158668	2218136804	671867000	1463241076	2065510348	641729974	546233992	676303450	1197810268	1910532228
"sp|Q0K7T8|NUSB_CUPNH"	1	0	8	665007616	991655104	684885002	625881712	1049679576	1584040288	1190499546	1051437504	865062392	1515185128	1467336924	1441700808	938371370	908138600	1002271992	971251312	789341416	409635104	783320224	2131567300
"sp|Q0K7T9|RISB_CUPNH"	1	0	3	29867000	174181992	0	29364600	0	78442096	75667904	20924700	43584200	25115600	38078800	24417600	0	20880900	33433600	14758500	0	0	0	0
"sp|Q0K7V9|NRDR_CUPNH"	1	0	5	724979008	352487792	236569000	166536500	357704000	188079000	722095584	223206512	314533592	169972904	258457808	63973400	348170896	341996112	220325200	312477020	440856896	168410000	256238304	197805400
"sp|Q0K7W0|GLYA_CUPNH"	1	0	21	3120407858	3597363904	808340828	2700602394	4073430632	2659502686	6874526178	2572393918	4832323232	8295886764	3594066248	4915742734	5972852810	2936196568	3810026252	3230625993	4918465190	3038845856	2988608502	3983216868
"sp|Q0K7W8|QUEC_CUPNH"	1	0	8	359266604	73406100	276537608	35770500	374418600	100727600	262238052	126372300	282838996	29307000	241735400	174705700	303831700	37309000	69658400	129601500	249471900	56531000	142619300	268613404
"sp|Q0K7Z0|PDXH_CUPNH"	1	0	13	645260764	958066724	505625992	545768280	604289392	327738908	479925408	395783000	407372892	283482508	309108546	271880704	694599916	578961600	438804808	528907392	552635272	511542692	498429116	399033508
"sp|Q0K808|SYQ_CUPNH"	1	0	14	437916600	709519692	200518508	249233908	295661188	365431508	168862000	540649908	350604104	453577400	428477400	321812696	579945012	869710588	420226320	369377500	424751242	843417636	543963796	562075496
"sp|Q0K815|KATG_CUPNH"	1	0	21	1533883330	1670240024	1423324000	727771122	442581896	795672032	348134700	566855148	46233100	0	227205096	122103396	0	0	56500000	18634100	13007875	42790800	28875500	0
"sp|Q0K823|SYA_CUPNH"	1	0	33	1527718972	566925229	213534293	557009300	1078560324	755514226	2105232164	889861988	1551661492	1462284685	971189500	1074532855	2994537968	1076129143	1624001656	2953867218	2888807740	1549351054	919270174	821137418
"sp|Q0K848|KHSE_CUPNH"	1	0	7	56801070	93119800	256714000	46249200	99121504	335136000	421513020	221357904	121803000	186843296	226658000	417417700	496884942	154589600	644197692	308553466	621893100	503591008	726007000	430127992
"sp|Q0K860|DXS_CUPNH"	1	0	19	819757400	58095500	32255200	14132600	501228996	1035825876	257208700	178621400	478436400	420689508	315199600	638122592	1045741644	192967770	225758400	412740528	1058103892	970779516	750526400	632917400
"sp|Q0K861|GCH4_CUPNH"	1	0	9	73197900	61333700	112117000	47334600	196308700	203657692	299332800	165404800	505234000	256632992	233544704	173772204	394674104	445724496	207069500	396259092	587740925	474551012	876345912	362711400
"sp|Q0K862|TSAD_CUPNH"	1	0	5	84860500	65495000	53877600	0	43470100	181481200	195895996	80807296	51168100	68241200	110444000	80994496	68677600	243898000	83072600	73479000	57051200	407229008	0	94015200
"sp|Q0K889|TYSY_CUPNH"	1	0	8	345512008	0	86481100	0	0	30899400	755197200	0	28792100	33554700	126997500	69538300	635355792	74468600	177621000	255475500	558177208	124799696	166413096	46015100
"sp|Q0K8D7|HTPG_CUPNH"	1	0	30	573178674	289393504	225528420	583855992	1539310892	1325889448	1426602072	1602486780	2256749068	2776806098	1188596274	1453345300	1524127100	1627292836	1975663764	2504480100	1832436748	2108540532	1490456300	1754634980
"sp|Q0K8F5|MDH_CUPNH"	1	0	18	20203050524	21091263956	19744697484	22421948296	25253818836	26994381918	30008236043	25241150024	20170842179	27577938522	24642635622	22094144840	21308853444	23437245214	24694801542	24406350830	15831883574	21303392764	21024781820	18440429840
"sp|Q0K8H3|TRUA_CUPNH"	1	0	3	23017900	0	0	49808500	0	0	0	268804000	0	0	0	0	0	0	0	0	0	0	0	0
"sp|Q0K8J6|FENR2_CUPNH"	1	0	18	839666704	1681589680	1979391004	4913785128	2511821448	8616503004	2064760712	6463876676	2332821852	7932934572	3661898816	6748306008	1295017376	5799257668	5469969008	3160978016	1070199626	6099215572	5148408674	9817898720
"sp|Q0K8J9|PNCB_CUPNH"	1	0	8	73926400	179427640	361065712	624851324	212481682	546897308	118507300	598668892	173025492	340028000	219840600	540161188	34468700	422716600	390647038	60101800	58999600	248616808	191492304	411928984
"sp|Q0K8K6|MOBA_CUPNH"	1	0	8	346686000	591930608	1019373308	520595316	256291088	426819000	587091430	658841808	0	266073936	459707516	435276992	118209000	750199000	414796900	269296260	96676900	368514992	694035308	609486976
"sp|Q0K8L7|RL32_CUPNH"	1	0	1	922381692	28069000	20732300	83574700	63016500	90037500	1751285924	40682800	15057600	82644900	148876800	104313500	1079074720	114655104	105669900	642726216	1087623592	134537600	109432900	80392700
"sp|Q0K8L8|PLSX_CUPNH"	1	0	4	39250230	61568050	27010700	21147660	102959200	36513250	41773100	25585200	44431900	0	66364300	42269630	221691700	30899300	72136400	168833000	1280190048	28959100	25983060	35610400
"sp|Q0K8L9|FABH_CUPNH"	1	0	11	729863016	675836596	328404196	1010807396	1090785904	622582488	956007492	923884400	1191236174	1115885488	1385453024	1109708300	1046732800	816930104	1028239574	1091367296	944316992	871588708	768628812	1225268204
"sp|Q0K8M2|ACP_CUPNH"	1	0	6	15518945518	1913945776	1510357284	2543062688	3655877938	3065361920	14098226604	2392619020	2858619582	2319975480	2978118419	2318510496	12286433360	2070437907	2299792656	7325253392	10965950448	2403352920	2452436336	2392060880
